status,report,source,source_chars
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132101-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz12345678-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/29-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz12345678.md",5842
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132102-ABCDEFGHIJKLMNOPQRSTabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMN-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/30-ABCDEFGHIJKLMNOPQRSTabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMN.md",2105
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132103-PUBLICITY-ANDSELLING-CONGRESS-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/31-PUBLICITY ANDSELLING CONGRESS.md",2926
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132104-PAGES-FROM-THEFOUR-GOSPELS-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/32-PAGES FROM THEFOUR GOSPELS.md",6388
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132105-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz12345678-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/33-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz12345678.md",1576
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132106-ABCDEFGHIJKLMNOPQRSTUVWXYZ-abcdefghijklmnopqrstuvwxyz-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/34-ABCDEFGHIJKLMNOPQRSTUVWXYZ&abcdefghijklmnopqrstuvwxyz.md",3834
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132107-Victor-Hammer-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/35-Victor Hammer.md",2675
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132108-ABcdefghijklmnopqrstuvwxyzőücht1234567890-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/36-ABcdefghijklmnopqrstuvwxyzőücht1234567890.md",4585
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132109-evaazenopolycarpalexíusqaintilian-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/37-evaazenopolycarpalexíusqaintilian.md",1434
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132110-Stanley-Morison-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/38-Stanley Morison.md",15305
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132111-PBRSPBRS-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/39-PBRSPBRS.md",3799
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132112-ABCDEFGHIJKLMNOPQabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQ-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/40-ABCDEFGHIJKLMNOPQabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQ.md",16497
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132113-THIS-CLAIM-IS-QUITE-VALID-AND-JUSTARE-EXPECTING-THE-FULL-PAY-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/41-THIS CLAIM IS QUITE VALID AND JUSTARE EXPECTING THE FULL PAY.md",7475
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132114-ABCDEFGHIJKLMNOPQRSTUVWXYZ-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/42-ABCDEFGHIJKLMNOPQRSTUVWXYZ.md",2866
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132115-SIGNATURE-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/43-SIGNATURE.md",3750
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132116-THE-GOSPEL-ACCORDING-TO-SAINTJOHNIn-the-beginning-was-the-Wo-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/44-THE GOSPEL ACCORDING TO SAINTJOHNIn the beginning was the Wo.md",2989
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132117-THE-COMPLETE-ROMAN-ALPHABET-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/45-THE COMPLETE ROMAN ALPHABET.md",7100
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132118-HIIKLMNOPQRSTabcdefghijklmnopqrstuvivxyz1234567890-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/46-HIIKLMNOPQRSTabcdefghijklmnopqrstuvivxyz1234567890.md",2885
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132119-ABGDEFGHIJKLMNOPQRSTUVWXYZC-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/47-ABGDEFGHIJKLMNOPQRSTUVWXYZC.md",236
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132120-ABCDEFGHIJKLMNOPQRSTUVWXYZabedefghijklmnopqrstuvwxyz-ABCD-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/48-ABCDEFGHIJKLMNOPQRSTUVWXYZabedefghijklmnopqrstuvwxyz &»«ABCD.md",1703
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132121-ABCDEFGHIJKLMNOPQRSTabcdefghijklmnopqrstuvwxyz-ABCDEFGHIJKL-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/49-ABCDEFGHIJKLMNOPQRSTabcdefghijklmnopqrstuvwxyz &ABCDEFGHIJKL.md",1234
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132122-Joseph-Blumenthal-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/50-Joseph Blumenthal.md",4096
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132123-Robert-Hunter-Middleton-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/51-Robert Hunter Middleton.md",3456
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132124-ABCDEFGHIJKabcdefghijklmABCDEFGHIJabcdefghijklABCDEFGHIJKLMN-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/52-ABCDEFGHIJKabcdefghijklmABCDEFGHIJabcdefghijklABCDEFGHIJKLMN.md",3669
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132125-LEIPZIGERMEssE-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/53-LEIPZIGERMEssE.md",5605
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132126-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/54-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz.md",2647
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132127-abcdefqhijklmnopqrs-tuvwxyz-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/55-abcdefqhijklmnopqrs tuvwxyz.md",2649
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132128-ABCDEFGHIJKLMNOPQRSTUVWXYZÄOUabcdefghijklmnopqrstuvwxyzßchck-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/56-ABCDEFGHIJKLMNOPQRSTUVWXYZÄOUabcdefghijklmnopqrstuvwxyzßchck.md",3357
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132129-Berthold-Wolpe-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/57-Berthold Wolpe.md",2719
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132130-ABCDEFGHIJKLMNOPQRSTUVWXYZ-1234567890abcdefghijklmnopqrstuvw-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/58-ABCDEFGHIJKLMNOPQRSTUVWXYZ£1234567890abcdefghijklmnopqrstuvw.md",1447
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132131-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/59-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz.md",721
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132132-Roger-Excoffon-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/60-Roger Excoffon.md",2191
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132133-ABCDEabcdefghVWXYZabcdefghi-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/61-ABCDEabcdefghVWXYZabcdefghi.md",1594
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132134-ABCDEFGHIJKLMNOPQRSTUVabcdefghijklmnopqrstuvwx-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/62-ABCDEFGHIJKLMNOPQRSTUVabcdefghijklmnopqrstuvwx.md",698
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132135-New-types-for-newer-machines-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/63-New types for newer machines.md",20238
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132136-ABCDEFGHIJKLMNOPQRSTUVWXYZAECEabcdefghijklmnopqrstuvwxyz1234-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/64-ABCDEFGHIJKLMNOPQRSTUVWXYZAECEabcdefghijklmnopqrstuvwxyz1234.md",5251
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132137-In-former-days-theshape-a-new-bookIn-former-days-theshape-a-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/65-In former days theshape a new bookIn former days theshape a.md",5857
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132138-ABCDEFGHIJKLMNOPQRSTUVXYWZCAECE-1234567890-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/66-ABCDEFGHIJKLMNOPQRSTUVXYWZCAECE&1234567890.md",7018
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132139-House-of-RepresentativesPictures-of-the-weekManual-of-modern-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/67-House of RepresentativesPictures of the weekManual of modern.md",5206
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132140-ABCDEFGHIJKLMMNNabcdefghijklmnopqrstuvwx-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/68-ABCDEFGHIJKLMMNNabcdefghijklmnopqrstuvwx.md",2566
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132141-The-Rampant-Lions-Presssalutes-Hermann-Zapf-designerJack-St-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/69-The Rampant Lions Presssalutes Hermann Zapf, designerJack St.md",2487
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132142-regularComeniusnormalabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLM-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/70-regularComeniusnormalabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLM.md",5439
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132143-GHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMN-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/71-GHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMN.md",3176
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132144-NE-LE-RENDS-PAS-ILLISIBLE-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/72-NE LE RENDS PAS ILLISIBLE.md",5763
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132145-England-in-the-seventeenth-centuryStandard-system-of-shortha-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/73-England in the seventeenth centuryStandard system of shortha.md",3204
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132146-Zeichen-erkennenZeichen-gestalten-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/74-Zeichen erkennenZeichen gestalten.md",2664
rewritten,"00-books-result/Carter, Sebastian：Twentieth Century Type Designers, 1987/B44132147-The-basic-character-in-a-typedesign-is-determined-by-theunif-report.md","00-books/Carter, Sebastian：Twentieth Century Type Designers, 1987/75-The basic character in a typedesign is determined by theunif.md",20636
rewritten,"00-books-result/Catherine Cooke：《Russian Avant-Garde Theories of Art, Architecture and the City》，1995/B44132148-Article-Contents-report.md","00-books/Catherine Cooke：《Russian Avant-Garde Theories of Art, Architecture and the City》，1995/01-Article Contents.md",13867
rewritten,"00-books-result/Catherine Cooke：《Russian Avant-Garde Theories of Art, Architecture and the City》，1995/B44132149-Issue-Table-of-Contents-report.md","00-books/Catherine Cooke：《Russian Avant-Garde Theories of Art, Architecture and the City》，1995/02-Issue Table of Contents.md",13867
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132150-ConstructingRusșian-Culture-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/01-ConstructingRusșian Culture.md",259
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132151-Constructing-RussianCulture-in-the-Age-ofRevolution-1881-194-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/02-Constructing RussianCulture in the Age ofRevolution 1881-194.md",2302
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132152-Acknowledgements-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/03-Acknowledgements.md",4859
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132153-LIST-OF-CONTRIBUTORS-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/04-LIST OF CONTRIBUTORS.md",5953
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132154-IntroductionLiterature-History-Culture-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/05-IntroductionLiterature, History, Culture.md",26307
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132155-Lichnost-Notions-ofIndividual-Identity-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/06-Lichnost' Notions ofIndividual Identity.md",42973
rewritten,"00-books-result/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/B44132156-Obshchestvennost-Sobornost-Collective-Identities-report.md","00-books/Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》/07-Obshchestvennost', Sobornost'Collective Identities.md",5168
